id,label,text,label_num
478,ham,Subject: ,0
4695,spam,Subject: ,1
4460,spam,Subject: ,1
790,ham,Subject: ,0
4727,spam,Subject: ,1
1321,ham,Subject: ,0
3688,spam,Subject: ,1
1902,ham,Subject: ,0
4085,spam,Subject: ,1
2768,ham,Subject: ,0
2153,ham,Subject: ,0
3510,ham,Subject: ,0
3067,ham,Subject: ,0
4619,spam,Subject: ,1
2570,ham,Subject: ,0
3107,ham,Subject: ,0
1279,ham,Subject: ,0
4540,spam,Subject: ,1
2343,ham,Subject: ,0
142,ham,Subject: ,0
893,ham,Subject: ,0
671,ham,Subject: ,0
3525,ham,Subject: ,0
251,ham,Subject: ,0
2035,ham,Subject: ,0
344,ham,Subject: ,0
398,ham,Subject: ,0
1857,ham,Subject: ,0
1752,ham,Subject: ,0
3640,ham,Subject: ,0
4959,spam,Subject: ,1
1628,ham,Subject: ,0
241,ham,Subject: ,0
1277,ham,Subject: ,0
303,ham,Subject: ,0
3886,spam,Subject: ,1
3388,ham,Subject: ,0
3647,ham,Subject: ,0
2186,ham,Subject: ,0
1243,ham,Subject: ,0
3959,spam,Subject: ,1
4250,spam,Subject: ,1
1326,ham,Subject: ,0
3224,ham,Subject: ,0
135,ham,Subject: ,0
4397,spam,Subject: ,1
4429,spam,Subject: ,1
287,ham,Subject: ,0
2126,ham,Subject: ,0
3413,ham,Subject: ,0
1142,ham,Subject: ,0
2699,ham,Subject: ,0
469,ham,Subject: ,0
4706,spam,Subject: ,1
3882,spam,Subject: ,1
4244,spam,Subject: ,1
2498,ham,Subject: ,0
803,ham,Subject: ,0
3831,spam,Subject: ,1
2301,ham,Subject: ,0
590,ham,Subject: ,0
4955,spam,Subject: ,1
1251,ham,Subject: ,0
4073,spam,Subject: ,1
1934,ham,Subject: ,0
4152,spam,Subject: ,1
3809,spam,Subject: ,1
3217,ham,Subject: ,0
3707,spam,Subject: ,1
1163,ham,Subject: ,0
4542,spam,Subject: ,1
3428,ham,Subject: ,0
3828,spam,Subject: ,1
1677,ham,Subject: ,0
311,ham,Subject: ,0
5087,spam,Subject: ,1
3595,ham,Subject: ,0
4977,spam,Subject: ,1
4245,spam,Subject: ,1
4689,spam,Subject: ,1
4105,spam,Subject: ,1
430,ham,Subject: ,0
4720,spam,Subject: ,1
4080,spam,Subject: ,1
1033,ham,Subject: ,0
932,ham,Subject: ,0
4537,spam,Subject: ,1
1666,ham,Subject: ,0
3736,spam,Subject: ,1
1617,ham,Subject: ,0
2519,ham,Subject: ,0
987,ham,Subject: ,0
2090,ham,Subject: ,0
713,ham,Subject: ,0
4036,spam,Subject: ,1
2683,ham,Subject: ,0
3728,spam,Subject: ,1
2052,ham,Subject: ,0
3898,spam,Subject: ,1
3098,ham,Subject: ,0
792,ham,Subject: ,0
2264,ham,Subject: ,0
237,ham,Subject: ,0
4553,spam,Subject: ,1
1193,ham,Subject: ,0
349,ham,Subject: ,0
4260,spam,Subject: ,1
2292,ham,Subject: ,0
331,ham,Subject: ,0
1884,ham,Subject: ,0
1756,ham,Subject: ,0
2103,ham,Subject: ,0
2861,ham,Subject: ,0
4853,spam,Subject: ,1
2271,ham,Subject: ,0
2051,ham,Subject: ,0
1914,ham,Subject: ,0
3931,spam,Subject: ,1
4690,spam,Subject: ,1
2083,ham,Subject: ,0
4151,spam,Subject: ,1
487,ham,Subject: ,0
1470,ham,Subject: ,0
4165,spam,Subject: ,1
1607,ham,Subject: ,0
2878,ham,Subject: ,0
2578,ham,Subject: ,0
4158,spam,Subject: ,1
2053,ham,Subject: ,0
1227,ham,Subject: ,0
2981,ham,Subject: ,0
2168,ham,Subject: ,0
4821,spam,Subject: ,1
2032,ham,Subject: ,0
39,ham,Subject: ,0
972,ham,Subject: ,0
4084,spam,Subject: ,1
3270,ham,Subject: ,0
329,ham,Subject: ,0
3697,spam,Subject: ,1
5080,spam,Subject: ,1
2056,ham,Subject: ,0
444,ham,Subject: ,0
1660,ham,Subject: ,0
2194,ham,Subject: ,0
2308,ham,Subject: ,0
3955,spam,Subject: ,1
22,ham,Subject: ,0
2305,ham,Subject: ,0
4613,spam,Subject: ,1
1499,ham,Subject: ,0
2147,ham,Subject: ,0
3285,ham,Subject: ,0
3873,spam,Subject: ,1
3222,ham,Subject: ,0
4200,spam,Subject: ,1
4353,spam,Subject: ,1
4016,spam,Subject: ,1
3611,ham,Subject: ,0
2253,ham,Subject: ,0
751,ham,Subject: ,0
689,ham,Subject: ,0
4334,spam,Subject: ,1
5111,spam,Subject: ,1
2694,ham,Subject: ,0
3083,ham,Subject: ,0
5114,spam,Subject: ,1
4493,spam,Subject: ,1
42,ham,Subject: ,0
2045,ham,Subject: ,0
2719,ham,Subject: ,0
390,ham,Subject: ,0
3944,spam,Subject: ,1
1338,ham,Subject: ,0
3460,ham,Subject: ,0
1879,ham,Subject: ,0
4521,spam,Subject: ,1
2283,ham,Subject: ,0
2624,ham,Subject: ,0
1772,ham,Subject: ,0
3249,ham,Subject: ,0
3758,spam,Subject: ,1
2394,ham,Subject: ,0
3561,ham,Subject: ,0
2334,ham,Subject: ,0
4682,spam,Subject: ,1
406,ham,Subject: ,0
1476,ham,Subject: ,0
4440,spam,Subject: ,1
3468,ham,Subject: ,0
3671,ham,Subject: ,0
3152,ham,Subject: ,0
4729,spam,Subject: ,1
1108,ham,Subject: ,0
587,ham,Subject: ,0
5031,spam,Subject: ,1
203,ham,Subject: ,0
102,ham,Subject: ,0
4330,spam,Subject: ,1
768,ham,Subject: ,0
1370,ham,Subject: ,0
1826,ham,Subject: ,0
1821,ham,Subject: ,0
1471,ham,Subject: ,0
44,ham,Subject: ,0
3560,ham,Subject: ,0
3521,ham,Subject: ,0
1843,ham,Subject: ,0
1123,ham,Subject: ,0
414,ham,Subject: ,0
3987,spam,Subject: ,1
2679,ham,Subject: ,0
2018,ham,Subject: ,0
3060,ham,Subject: ,0
3779,spam,Subject: ,1
1232,ham,Subject: ,0
2724,ham,Subject: ,0
1228,ham,Subject: ,0
278,ham,Subject: ,0
4569,spam,Subject: ,1
1983,ham,Subject: ,0
2892,ham,Subject: ,0
2556,ham,Subject: ,0
2476,ham,Subject: ,0
3049,ham,Subject: ,0
5147,spam,Subject: ,1
5094,spam,Subject: ,1
505,ham,Subject: ,0
4042,spam,Subject: ,1
4196,spam,Subject: ,1
74,ham,Subject: ,0
2007,ham,Subject: ,0
4288,spam,Subject: ,1
2287,ham,Subject: ,0
4568,spam,Subject: ,1
2985,ham,Subject: ,0
1554,ham,Subject: ,0
2895,ham,Subject: ,0
3154,ham,Subject: ,0
4395,spam,Subject: ,1
2859,ham,Subject: ,0
4480,spam,Subject: ,1
3042,ham,Subject: ,0
1275,ham,Subject: ,0
1832,ham,Subject: ,0
1734,ham,Subject: ,0
3134,ham,Subject: ,0
1720,ham,Subject: ,0
1028,ham,Subject: ,0
2754,ham,Subject: ,0
70,ham,Subject: ,0
2284,ham,Subject: ,0
3150,ham,Subject: ,0
3398,ham,Subject: ,0
3767,spam,Subject: ,1
4901,spam,Subject: ,1
3579,ham,Subject: ,0
1622,ham,Subject: ,0
2084,ham,Subject: ,0
2690,ham,Subject: ,0
1389,ham,Subject: ,0
4577,spam,Subject: ,1
854,ham,Subject: ,0
2386,ham,Subject: ,0
210,ham,Subject: ,0
2818,ham,Subject: ,0
1695,ham,Subject: ,0
4874,spam,Subject: ,1
3041,ham,Subject: ,0
293,ham,Subject: ,0
738,ham,Subject: ,0
1362,ham,Subject: ,0
3784,spam,Subject: ,1
2361,ham,Subject: ,0
2379,ham,Subject: ,0
767,ham,Subject: ,0
2617,ham,Subject: ,0
2277,ham,Subject: ,0
3220,ham,Subject: ,0
1560,ham,Subject: ,0
2659,ham,Subject: ,0
3685,spam,Subject: ,1
1703,ham,Subject: ,0
2486,ham,Subject: ,0
3256,ham,Subject: ,0
725,ham,Subject: ,0
3834,spam,Subject: ,1
529,ham,Subject: ,0
1721,ham,Subject: ,0
2300,ham,Subject: ,0
4994,spam,Subject: ,1
1931,ham,Subject: ,0
4447,spam,Subject: ,1
4842,spam,Subject: ,1
1742,ham,Subject: ,0
2303,ham,Subject: ,0
3586,ham,Subject: ,0
2472,ham,Subject: ,0
4183,spam,Subject: ,1
4448,spam,Subject: ,1
3239,ham,Subject: ,0
2348,ham,Subject: ,0
2875,ham,Subject: ,0
4585,spam,Subject: ,1
4533,spam,Subject: ,1
1317,ham,Subject: ,0
2752,ham,Subject: ,0
4611,spam,Subject: ,1
2371,ham,Subject: ,0
1697,ham,Subject: ,0
3118,ham,Subject: ,0
1943,ham,Subject: ,0
3234,ham,Subject: ,0
584,ham,Subject: ,0
4570,spam,Subject: ,1
1557,ham,Subject: ,0
4374,spam,Subject: ,1
1859,ham,Subject: ,0
4639,spam,Subject: ,1
1767,ham,Subject: ,0
3925,spam,Subject: ,1
3787,spam,Subject: ,1
3887,spam,Subject: ,1
3248,ham,Subject: ,0
2903,ham,Subject: ,0
141,ham,Subject: ,0
4993,spam,Subject: ,1
2102,ham,Subject: ,0
2080,ham,Subject: ,0
4319,spam,Subject: ,1
1457,ham,Subject: ,0
3569,ham,Subject: ,0
3933,spam,Subject: ,1
306,ham,Subject: ,0
2250,ham,Subject: ,0
707,ham,Subject: ,0
3657,ham,Subject: ,0
4267,spam,Subject: ,1
3189,ham,Subject: ,0
1084,ham,Subject: ,0
4328,spam,Subject: ,1
2219,ham,Subject: ,0
2212,ham,Subject: ,0
1214,ham,Subject: ,0
4026,spam,Subject: ,1
3186,ham,Subject: ,0
1150,ham,Subject: ,0
513,ham,Subject: ,0
167,ham,Subject: ,0
2591,ham,Subject: ,0
2091,ham,Subject: ,0
3254,ham,Subject: ,0
2338,ham,Subject: ,0
4946,spam,Subject: ,1
3558,ham,Subject: ,0
3850,spam,Subject: ,1
4104,spam,Subject: ,1
2293,ham,Subject: ,0
268,ham,Subject: ,0
4173,spam,Subject: ,1
3771,spam,Subject: ,1
1819,ham,Subject: ,0
236,ham,Subject: ,0
5149,spam,Subject: ,1
4257,spam,Subject: ,1
542,ham,Subject: ,0
0,ham,Subject: ,0
3016,ham,Subject: ,0
3694,spam,Subject: ,1
1395,ham,Subject: ,0
3230,ham,Subject: ,0
1175,ham,Subject: ,0
4693,spam,Subject: ,1
865,ham,Subject: ,0
2657,ham,Subject: ,0
4230,spam,Subject: ,1
4820,spam,Subject: ,1
2651,ham,Subject: ,0
1255,ham,Subject: ,0
3570,ham,Subject: ,0
382,ham,Subject: ,0
3223,ham,Subject: ,0
718,ham,Subject: ,0
800,ham,Subject: ,0
3965,spam,Subject: ,1
1605,ham,Subject: ,0
3279,ham,Subject: ,0
4234,spam,Subject: ,1
2117,ham,Subject: ,0
1048,ham,Subject: ,0
4338,spam,Subject: ,1
1483,ham,Subject: ,0
4594,spam,Subject: ,1
1050,ham,Subject: ,0
763,ham,Subject: ,0
1140,ham,Subject: ,0
2413,ham,Subject: ,0
3620,ham,Subject: ,0
2978,ham,Subject: ,0
4607,spam,Subject: ,1
4552,spam,Subject: ,1
4205,spam,Subject: ,1
2871,ham,Subject: ,0
1627,ham,Subject: ,0
3424,ham,Subject: ,0
1583,ham,Subject: ,0
4792,spam,Subject: ,1
832,ham,Subject: ,0
4246,spam,Subject: ,1
1780,ham,Subject: ,0
4370,spam,Subject: ,1
568,ham,Subject: ,0
4692,spam,Subject: ,1
2160,ham,Subject: ,0
570,ham,Subject: ,0
4181,spam,Subject: ,1
3982,spam,Subject: ,1
2773,ham,Subject: ,0
828,ham,Subject: ,0
3921,spam,Subject: ,1
3122,ham,Subject: ,0
2473,ham,Subject: ,0
2031,ham,Subject: ,0
2482,ham,Subject: ,0
4742,spam,Subject: ,1
723,ham,Subject: ,0
489,ham,Subject: ,0
2227,ham,Subject: ,0
2841,ham,Subject: ,0
1516,ham,Subject: ,0
3901,spam,Subject: ,1
2061,ham,Subject: ,0
4775,spam,Subject: ,1
3036,ham,Subject: ,0
1744,ham,Subject: ,0
3930,spam,Subject: ,1
545,ham,Subject: ,0
4346,spam,Subject: ,1
2975,ham,Subject: ,0
565,ham,Subject: ,0
4489,spam,Subject: ,1
1544,ham,Subject: ,0
1568,ham,Subject: ,0
433,ham,Subject: ,0
631,ham,Subject: ,0
3549,ham,Subject: ,0
2034,ham,Subject: ,0
646,ham,Subject: ,0
1489,ham,Subject: ,0
4513,spam,Subject: ,1
712,ham,Subject: ,0
2551,ham,Subject: ,0
51,ham,Subject: ,0
1116,ham,Subject: ,0
1759,ham,Subject: ,0
3044,ham,Subject: ,0
1920,ham,Subject: ,0
1360,ham,Subject: ,0
1760,ham,Subject: ,0
23,ham,Subject: ,0
1474,ham,Subject: ,0
2140,ham,Subject: ,0
1852,ham,Subject: ,0
1687,ham,Subject: ,0
838,ham,Subject: ,0
1539,ham,Subject: ,0
2375,ham,Subject: ,0
1768,ham,Subject: ,0
1036,ham,Subject: ,0
3505,ham,Subject: ,0
371,ham,Subject: ,0
2363,ham,Subject: ,0
4467,spam,Subject: ,1
1541,ham,Subject: ,0
554,ham,Subject: ,0
4933,spam,Subject: ,1
4463,spam,Subject: ,1
934,ham,Subject: ,0
4461,spam,Subject: ,1
3593,ham,Subject: ,0
3001,ham,Subject: ,0
1844,ham,Subject: ,0
3992,spam,Subject: ,1
259,ham,Subject: ,0
2616,ham,Subject: ,0
670,ham,Subject: ,0
1458,ham,Subject: ,0
4312,spam,Subject: ,1
1546,ham,Subject: ,0
552,ham,Subject: ,0
668,ham,Subject: ,0
1968,ham,Subject: ,0
1273,ham,Subject: ,0
2706,ham,Subject: ,0
821,ham,Subject: ,0
436,ham,Subject: ,0
4704,spam,Subject: ,1
4662,spam,Subject: ,1
4768,spam,Subject: ,1
574,ham,Subject: ,0
1563,ham,Subject: ,0
896,ham,Subject: ,0
2667,ham,Subject: ,0
3687,spam,Subject: ,1
3326,ham,Subject: ,0
2029,ham,Subject: ,0
1453,ham,Subject: ,0
1950,ham,Subject: ,0
1954,ham,Subject: ,0
4037,spam,Subject: ,1
4630,spam,Subject: ,1
1174,ham,Subject: ,0
2532,ham,Subject: ,0
1900,ham,Subject: ,0
5126,spam,Subject: ,1
3542,ham,Subject: ,0
4043,spam,Subject: ,1
1087,ham,Subject: ,0
1446,ham,Subject: ,0
252,ham,Subject: ,0
2709,ham,Subject: ,0
2122,ham,Subject: ,0
1881,ham,Subject: ,0
1405,ham,Subject: ,0
3754,spam,Subject: ,1
940,ham,Subject: ,0
2880,ham,Subject: ,0
3496,ham,Subject: ,0
1667,ham,Subject: ,0
3598,ham,Subject: ,0
1909,ham,Subject: ,0
3631,ham,Subject: ,0
242,ham,Subject: ,0
3692,spam,Subject: ,1
2231,ham,Subject: ,0
779,ham,Subject: ,0
3818,spam,Subject: ,1
1234,ham,Subject: ,0
4056,spam,Subject: ,1
183,ham,Subject: ,0
1822,ham,Subject: ,0
1579,ham,Subject: ,0
4247,spam,Subject: ,1
749,ham,Subject: ,0
4916,spam,Subject: ,1
2815,ham,Subject: ,0
1372,ham,Subject: ,0
4432,spam,Subject: ,1
4202,spam,Subject: ,1
2407,ham,Subject: ,0
2779,ham,Subject: ,0
4686,spam,Subject: ,1
1664,ham,Subject: ,0
3824,spam,Subject: ,1
2501,ham,Subject: ,0
2560,ham,Subject: ,0
3243,ham,Subject: ,0
169,ham,Subject: ,0
952,ham,Subject: ,0
3147,ham,Subject: ,0
910,ham,Subject: ,0
176,ham,Subject: ,0
1650,ham,Subject: ,0
3405,ham,Subject: ,0
422,ham,Subject: ,0
2774,ham,Subject: ,0
3198,ham,Subject: ,0
3927,spam,Subject: ,1
633,ham,Subject: ,0
2395,ham,Subject: ,0
714,ham,Subject: ,0
2775,ham,Subject: ,0
5116,spam,Subject: ,1
4590,spam,Subject: ,1
3629,ham,Subject: ,0
3471,ham,Subject: ,0
3990,spam,Subject: ,1
1529,ham,Subject: ,0
5074,spam,Subject: ,1
166,ham,Subject: ,0
2280,ham,Subject: ,0
5041,spam,Subject: ,1
4783,spam,Subject: ,1
383,ham,Subject: ,0
1349,ham,Subject: ,0
2242,ham,Subject: ,0
4273,spam,Subject: ,1
2776,ham,Subject: ,0
4724,spam,Subject: ,1
539,ham,Subject: ,0
3843,spam,Subject: ,1
328,ham,Subject: ,0
3214,ham,Subject: ,0
4502,spam,Subject: ,1
3524,ham,Subject: ,0
2603,ham,Subject: ,0
1456,ham,Subject: ,0
3636,ham,Subject: ,0
1403,ham,Subject: ,0
2957,ham,Subject: ,0
4149,spam,Subject: ,1
3796,spam,Subject: ,1
4628,spam,Subject: ,1
3216,ham,Subject: ,0
2692,ham,Subject: ,0
3145,ham,Subject: ,0
2743,ham,Subject: ,0
3682,spam,Subject: ,1
696,ham,Subject: ,0
4579,spam,Subject: ,1
4270,spam,Subject: ,1
4454,spam,Subject: ,1
4147,spam,Subject: ,1
960,ham,Subject: ,0
4344,spam,Subject: ,1
2646,ham,Subject: ,0
3667,ham,Subject: ,0
851,ham,Subject: ,0
5038,spam,Subject: ,1
2205,ham,Subject: ,0
1906,ham,Subject: ,0
1058,ham,Subject: ,0
3546,ham,Subject: ,0
2785,ham,Subject: ,0
1536,ham,Subject: ,0
4109,spam,Subject: ,1
4626,spam,Subject: ,1
2596,ham,Subject: ,0
641,ham,Subject: ,0
3463,ham,Subject: ,0
1064,ham,Subject: ,0
1922,ham,Subject: ,0
2217,ham,Subject: ,0
2823,ham,Subject: ,0
1301,ham,Subject: ,0
3100,ham,Subject: ,0
4074,spam,Subject: ,1
4711,spam,Subject: ,1
2058,ham,Subject: ,0
3599,ham,Subject: ,0
4146,spam,Subject: ,1
3674,spam,Subject: ,1
195,ham,Subject: ,0
1711,ham,Subject: ,0
2335,ham,Subject: ,0
3517,ham,Subject: ,0
4697,spam,Subject: ,1
4835,spam,Subject: ,1
4924,spam,Subject: ,1
426,ham,Subject: ,0
1164,ham,Subject: ,0
3941,spam,Subject: ,1
2262,ham,Subject: ,0
279,ham,Subject: ,0
3378,ham,Subject: ,0
1707,ham,Subject: ,0
4311,spam,Subject: ,1
1004,ham,Subject: ,0
3076,ham,Subject: ,0
1790,ham,Subject: ,0
4751,spam,Subject: ,1
3395,ham,Subject: ,0
2797,ham,Subject: ,0
852,ham,Subject: ,0
175,ham,Subject: ,0
4921,spam,Subject: ,1
3909,spam,Subject: ,1
1419,ham,Subject: ,0
4509,spam,Subject: ,1
2256,ham,Subject: ,0
4359,spam,Subject: ,1
1445,ham,Subject: ,0
1289,ham,Subject: ,0
4644,spam,Subject: ,1
722,ham,Subject: ,0
2588,ham,Subject: ,0
1001,ham,Subject: ,0
4638,spam,Subject: ,1
4564,spam,Subject: ,1
2365,ham,Subject: ,0
799,ham,Subject: ,0
4284,spam,Subject: ,1
1179,ham,Subject: ,0
431,ham,Subject: ,0
5046,spam,Subject: ,1
783,ham,Subject: ,0
2274,ham,Subject: ,0
1949,ham,Subject: ,0
9,ham,Subject: ,0
4576,spam,Subject: ,1
360,ham,Subject: ,0
3352,ham,Subject: ,0
1484,ham,Subject: ,0
4980,spam,Subject: ,1
2360,ham,Subject: ,0
5154,spam,Subject: ,1
1893,ham,Subject: ,0
5040,spam,Subject: ,1
2265,ham,Subject: ,0
991,ham,Subject: ,0
2593,ham,Subject: ,0
4519,spam,Subject: ,1
2941,ham,Subject: ,0
2615,ham,Subject: ,0
3515,ham,Subject: ,0
2648,ham,Subject: ,0
1574,ham,Subject: ,0
724,ham,Subject: ,0
4107,spam,Subject: ,1
357,ham,Subject: ,0
1092,ham,Subject: ,0
1204,ham,Subject: ,0
4465,spam,Subject: ,1
4403,spam,Subject: ,1
1223,ham,Subject: ,0
2290,ham,Subject: ,0
2973,ham,Subject: ,0
3277,ham,Subject: ,0
2019,ham,Subject: ,0
553,ham,Subject: ,0
2097,ham,Subject: ,0
2005,ham,Subject: ,0
1806,ham,Subject: ,0
2840,ham,Subject: ,0
75,ham,Subject: ,0
3935,spam,Subject: ,1
1192,ham,Subject: ,0
374,ham,Subject: ,0
450,ham,Subject: ,0
2845,ham,Subject: ,0
814,ham,Subject: ,0
41,ham,Subject: ,0
3382,ham,Subject: ,0
4708,spam,Subject: ,1
2666,ham,Subject: ,0
3961,spam,Subject: ,1
3606,ham,Subject: ,0
626,ham,Subject: ,0
232,ham,Subject: ,0
4811,spam,Subject: ,1
1352,ham,Subject: ,0
3046,ham,Subject: ,0
1791,ham,Subject: ,0
2397,ham,Subject: ,0
2492,ham,Subject: ,0
2798,ham,Subject: ,0
1967,ham,Subject: ,0
1341,ham,Subject: ,0
5121,spam,Subject: ,1
2383,ham,Subject: ,0
853,ham,Subject: ,0
1600,ham,Subject: ,0
3819,spam,Subject: ,1
1813,ham,Subject: ,0
2487,ham,Subject: ,0
4973,spam,Subject: ,1
2836,ham,Subject: ,0
2026,ham,Subject: ,0
766,ham,Subject: ,0
3954,spam,Subject: ,1
1075,ham,Subject: ,0
1006,ham,Subject: ,0
3338,ham,Subject: ,0
4392,spam,Subject: ,1
2183,ham,Subject: ,0
882,ham,Subject: ,0
4940,spam,Subject: ,1
1259,ham,Subject: ,0
4934,spam,Subject: ,1
129,ham,Subject: ,0
289,ham,Subject: ,0
3488,ham,Subject: ,0
1868,ham,Subject: ,0
3383,ham,Subject: ,0
1105,ham,Subject: ,0
1676,ham,Subject: ,0
2534,ham,Subject: ,0
2440,ham,Subject: ,0
1836,ham,Subject: ,0
5045,spam,Subject: ,1
675,ham,Subject: ,0
160,ham,Subject: ,0
1802,ham,Subject: ,0
3773,spam,Subject: ,1
1610,ham,Subject: ,0
3778,spam,Subject: ,1
894,ham,Subject: ,0
2504,ham,Subject: ,0
4063,spam,Subject: ,1
3731,spam,Subject: ,1
4721,spam,Subject: ,1
818,ham,Subject: ,0
3200,ham,Subject: ,0
4032,spam,Subject: ,1
4214,spam,Subject: ,1
3465,ham,Subject: ,0
2783,ham,Subject: ,0
5023,spam,Subject: ,1
4456,spam,Subject: ,1
5071,spam,Subject: ,1
2852,ham,Subject: ,0
1292,ham,Subject: ,0
1463,ham,Subject: ,0
1240,ham,Subject: ,0
1039,ham,Subject: ,0
418,ham,Subject: ,0
4000,spam,Subject: ,1
607,ham,Subject: ,0
3689,spam,Subject: ,1
2223,ham,Subject: ,0
4545,spam,Subject: ,1
983,ham,Subject: ,0
3628,ham,Subject: ,0
4331,spam,Subject: ,1
2000,ham,Subject: ,0
2429,ham,Subject: ,0
4766,spam,Subject: ,1
794,ham,Subject: ,0
376,ham,Subject: ,0
1799,ham,Subject: ,0
706,ham,Subject: ,0
4446,spam,Subject: ,1
305,ham,Subject: ,0
688,ham,Subject: ,0
1465,ham,Subject: ,0
1459,ham,Subject: ,0
4880,spam,Subject: ,1
1656,ham,Subject: ,0
4186,spam,Subject: ,1
5026,spam,Subject: ,1
946,ham,Subject: ,0
1869,ham,Subject: ,0
3851,spam,Subject: ,1
4843,spam,Subject: ,1
